학년,학교,성별,자세 세부 유형,자세 불균형 상태,자세 불균형 개수 (개),목,어깨,허리,엉덩,무릎,발목,자세 등급
5학년,초등학교,남자,굽은등 자세 위험군,Lv 1 예방 유지 단계,14,100,41,95,95,99,76,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,97,30,35,35,67,80,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,92,30,38,38,85,71,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,66,30,55,55,94,74,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,85,33,80,80,87,61,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,41,67,67,88,57,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,30,70,70,100,78,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,12,83,31,46,46,92,75,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,99,27,37,37,47,91,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,98,30,62,62,91,67,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,78,29,85,85,77,67,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,76,32,75,75,99,68,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,88,50,40,40,79,77,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,79,27,47,47,74,82,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,98,29,40,40,54,88,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,81,27,48,48,87,67,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,87,34,64,64,84,93,2
5학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,14,82,46,88,88,59,48,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,78,30,68,68,90,56,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,72,35,52,52,93,77,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,90,30,58,58,93,69,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,80,36,79,79,100,74,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,76,30,44,44,78,87,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,86,20,50,50,90,75,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,100,30,61,61,91,65,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,65,42,53,53,94,79,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,93,29,55,55,74,88,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,90,29,86,86,89,91,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,98,30,39,39,84,63,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,100,29,39,39,49,87,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,100,22,39,39,84,78,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,81,29,40,40,74,82,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,62,38,75,75,81,97,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,94,29,40,40,92,63,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,87,30,50,50,79,85,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,29,48,48,90,69,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,97,30,87,87,85,64,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,12,74,46,53,53,100,73,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,93,36,38,38,62,84,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,96,43,38,38,74,79,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,100,30,42,42,87,69,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,79,47,44,44,90,80,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,91,30,54,54,89,80,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,30,38,38,13,98,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,57,30,61,61,87,66,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,65,30,54,54,63,79,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,78,32,57,57,97,73,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,35,62,62,90,75,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,40,40,82,66,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,74,30,38,38,78,74,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,95,36,38,38,86,71,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,100,30,47,47,96,77,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,38,38,51,78,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,75,42,57,57,99,80,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,92,30,39,39,91,51,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,99,30,40,40,64,90,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,76,42,61,61,79,91,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,79,42,59,59,89,94,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,12,100,33,42,42,81,79,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,87,21,38,38,82,72,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,68,35,39,39,75,80,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,92,30,40,40,96,76,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,82,30,43,43,88,77,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,67,29,48,48,67,94,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,49,30,74,74,93,74,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,100,30,42,42,75,81,2
5학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,14,90,34,88,88,81,58,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,90,23,49,49,87,78,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,83,32,30,30,54,90,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,30,53,53,92,79,2
5학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,12,89,84,82,82,100,86,1
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,70,30,40,40,66,81,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,33,41,41,59,91,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,73,36,51,51,90,67,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,97,42,78,78,100,67,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,94,23,39,39,78,76,2
5학년,초등학교,여자,거북목 자세 위험군,Lv 1 예방 유지 단계,16,94,37,97,97,98,77,1
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,87,29,56,56,94,73,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,96,31,49,49,92,64,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,87,59,34,34,55,88,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,90,30,70,70,98,76,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,96,30,39,39,84,69,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,72,27,38,38,52,88,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,93,29,39,39,45,88,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,74,31,39,39,63,81,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,54,30,56,56,100,76,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,83,36,41,41,93,74,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,93,33,41,41,64,93,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,91,30,53,53,81,52,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,90,32,41,41,70,90,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,92,30,39,39,65,76,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,88,17,43,43,90,68,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,82,36,62,62,92,61,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,87,58,40,40,69,92,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,30,38,38,73,73,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,93,35,39,39,68,79,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,90,30,67,67,95,57,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,100,25,41,41,90,60,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 1 예방 유지 단계,11,100,75,84,84,100,84,1
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,99,30,40,40,81,77,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,99,31,40,40,73,80,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,84,50,38,38,74,75,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,73,30,40,40,81,77,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,30,76,76,95,61,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,100,31,56,56,91,83,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,98,30,56,56,90,54,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,81,30,43,43,90,69,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,100,36,74,74,97,66,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,79,30,40,40,85,65,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,85,44,68,68,88,74,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,80,30,92,92,96,65,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,22,87,27,40,40,92,69,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,20,78,23,44,44,91,78,2
5학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,22,87,72,94,94,58,67,2
5학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,92,28,71,71,86,73,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,90,30,41,41,93,63,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,54,49,50,50,86,85,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,12,95,30,44,44,88,70,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,22,78,27,40,40,95,71,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,76,31,42,42,86,72,2
5학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,100,25,70,70,93,60,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,83,29,39,39,65,73,2
5학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,69,30,42,42,87,72,2
5학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,97,30,56,56,90,64,2
5학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,13,100,30,96,96,56,40,2
5학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,52,30,97,97,99,85,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,89,41,47,47,83,80,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,59,23,58,58,100,79,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,48,31,39,39,51,83,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,64,30,76,76,89,67,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,90,29,44,44,99,60,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,30,52,52,82,72,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,83,30,75,75,96,61,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,83,42,39,39,68,95,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,84,37,45,45,96,69,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,12,100,38,57,57,90,87,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,14,71,41,97,97,68,53,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,91,61,40,40,78,68,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,95,30,81,81,100,78,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,67,30,61,61,97,59,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,61,40,39,39,55,94,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,58,27,64,64,97,79,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,82,30,46,46,82,86,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,13,100,40,40,40,83,82,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,73,46,41,41,53,95,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,100,29,65,65,90,82,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,99,30,80,80,97,77,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,93,43,45,45,99,72,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,87,30,36,36,59,80,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,100,30,39,39,78,68,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,100,29,68,68,84,89,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,38,38,56,76,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,97,30,63,63,93,73,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,93,30,49,49,91,63,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,92,24,57,57,94,71,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,92,30,55,55,46,94,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,100,23,65,65,81,60,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,59,30,59,59,94,80,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,60,49,59,59,89,69,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,82,50,60,60,97,67,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,10,100,30,78,78,73,51,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,97,33,38,38,89,74,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,95,30,56,56,84,67,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,100,26,42,42,66,93,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,15,100,55,86,86,50,44,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,100,30,74,74,84,56,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,92,34,72,72,63,50,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,19,82,25,46,46,85,62,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,90,30,48,48,89,72,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,89,34,39,39,88,77,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,88,30,65,65,81,50,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,19,92,58,55,55,91,57,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,90,31,40,40,88,64,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,99,23,46,46,89,66,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,100,26,57,57,91,71,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,55,36,44,44,74,84,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,97,30,40,40,69,84,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,100,30,38,38,82,71,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,69,35,97,97,93,68,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,16,90,31,75,75,99,75,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,82,30,71,71,91,70,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,11,100,30,50,50,92,75,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,84,40,57,57,93,62,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,76,30,65,65,94,63,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,25,74,23,64,64,92,77,2
6학년,초등학교,여자,거북목 + 양쪽 말린 어깨,Lv 2 적극 재활 단계,15,48,25,90,90,60,50,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,17,100,30,96,96,71,48,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,62,31,40,40,81,73,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,83,32,39,39,62,75,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,14,76,60,88,88,79,60,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,71,30,38,38,52,88,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,94,29,37,37,83,68,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,100,29,72,72,89,80,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,78,30,40,40,71,84,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,95,39,42,42,86,84,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,71,30,40,40,82,51,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,99,30,40,40,81,77,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,15,90,50,66,66,98,71,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,85,47,62,62,99,68,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,99,30,38,38,76,72,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,56,56,90,70,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,99,36,61,61,94,64,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,95,31,41,41,81,75,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,24,53,53,83,55,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,81,29,79,79,95,76,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,92,29,83,83,93,60,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,79,19,80,80,91,67,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,100,29,58,58,88,61,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,84,24,39,39,50,82,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,67,54,51,51,94,79,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,96,62,48,48,90,80,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,100,25,37,37,67,69,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,15,100,28,54,54,83,83,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,84,29,44,44,92,69,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,89,30,59,59,97,60,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,93,30,44,44,71,88,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,99,35,38,38,84,65,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,13,90,49,77,77,99,82,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,19,48,26,45,45,91,64,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,99,30,42,42,93,71,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,32,47,47,87,67,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,97,30,48,48,87,77,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,89,30,56,56,75,86,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,97,30,56,56,88,80,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,80,30,43,43,95,60,2
6학년,초등학교,여자,거북목 자세 위험군,Lv 2 적극 재활 단계,16,71,30,99,99,84,58,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,100,34,47,47,87,79,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,51,30,55,55,98,70,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,87,48,52,52,82,78,2
6학년,초등학교,남자,거북목 자세 위험군,Lv 2 적극 재활 단계,15,90,31,88,88,88,65,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,38,38,53,64,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,86,39,40,40,90,60,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,88,25,73,73,71,51,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,23,35,25,53,53,73,81,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,76,34,75,75,99,73,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,12,100,30,59,59,94,72,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,91,30,39,39,64,82,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,14,86,45,77,77,98,74,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,89,30,38,38,43,90,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,83,30,37,37,70,65,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,30,45,45,83,69,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,18,76,27,37,37,54,80,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,17,85,27,48,48,91,66,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,13,89,31,49,49,90,72,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,23,97,17,35,35,77,65,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,100,30,38,38,76,71,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,98,30,63,63,94,78,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,60,30,39,39,82,63,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,21,96,54,39,39,59,88,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,17,83,30,74,74,94,63,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,16,82,30,53,53,96,72,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,18,66,25,41,41,71,85,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,14,89,33,39,39,41,91,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,94,30,43,43,70,83,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,100,39,40,40,48,96,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,14,100,30,41,41,78,81,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,18,100,44,61,61,78,90,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,20,78,33,67,67,94,71,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,11,93,38,55,55,99,70,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,15,95,30,58,58,82,50,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,91,29,57,57,79,50,2
6학년,초등학교,남자,굽은등 자세,Lv 2 적극 재활 단계,17,80,30,39,39,69,71,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,20,75,29,38,38,33,92,2
6학년,초등학교,여자,굽은등 자세 위험군,Lv 2 적극 재활 단계,12,100,30,83,83,97,71,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,21,69,30,40,40,83,52,2
6학년,초등학교,여자,굽은등 자세,Lv 2 적극 재활 단계,16,96,30,39,39,73,73,2
6학년,초등학교,남자,굽은등 자세 위험군,Lv 2 적극 재활 단계,21,86,30,56,56,98,61,2
